,school_name,t_class,t_title,t_level,t_mingrade,gt_class,gt_title,gt_ch
2123,Long Beach City College,CHEM  1A,General Chemistry,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2124,Los Angeles City College,BIOLOGY  006,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2125,Los Angeles Harbor College,BIOLOGY  006,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2126,Los Angeles Mission College,BIOLOGY  006,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2127,Los Angeles Pierce College,BIOLOGY  006,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2128,Los Angeles Southwest College,BIOLOGY  006,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2129,Los Angeles Trade-Tech College,BIOLOGY  006,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2130,Los Angeles Valley College,BIOLOGY  006,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2131,Los Angeles Valley College*,BIOL  006,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective (Lab Science),4.0
2132,Los Medanos College,ART  005,The Visual Arts,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2133,Los Medanos College,ART  020,Introduction to Drawing,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2134,Los Medanos College,ART  021,Advanced Drawing,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2135,Los Medanos College,ART  072,Intro to Digital Photography,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2136,Los Medanos College,ART  073,Location Photography-Cuba,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2137,Los Medanos College,ASTRO  010,Introduction to Astronomy,Undergraduate,C,PHYS  2022,"Stars, Galaxy & Universe",3.0
2138,Los Medanos College,BIOSC  005,Health Biology,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2139,Los Medanos College,BUS  055,Typing Spped & Accuracy Dev,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2140,Los Medanos College,CHDEV  010,Honors Child Growth & Developm,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2141,Los Medanos College,CHDEV  023,Positive Discipline-Yng Child,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2142,Los Medanos College,CHEM  006,Intro Inorganic Physical Chem,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2143,Los Medanos College,CHEM  025,General College Chemistry,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2144,Loyola Marymount University,CHEM  111,General Chemistry I Lab,Undergraduate,C,CHEM  1310,General Chemistry,4.0
2145,Loyola Marymount University,CHEM  114,General Chemistry for Engrs,Undergraduate,C,ET  LAB,Credit Awarded w/CHEM 111,0.0
2146,Loyola Marymount University,CIVL  200,Mechanics of Materials,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2147,Loyola Marymount University,CIVL  210,Surveying and Mapping,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2148,Loyola Marymount University,CIVL  230,Particle Dynamics,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2149,Loyola Marymount University,CIVL  310,Fluid Mechanics I,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2150,Loyola Marymount University,CIVL  320,Intro to Environmental Engr,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2151,Loyola Marymount University,ECON  110,Introductory Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
2152,Loyola Marymount University,ECON  230,Introductory Statistics,Undergraduate,C,MGT  2250,Management Statistics,3.0
2153,Loyola Marymount University,ELEC  210,Electric Circuit Analysis,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2154,Loyola Marymount University,ENGL  110,College Writing,Undergraduate,C,ENGL  1101,English Composition I,3.0
2155,Loyola Marymount University,ENGL  115,University Writing Lab,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2156,Loyola Marymount University,ENGR  200,Statics,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2157,Loyola Marymount University,ENVS  300,Engineering Geology,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2158,Loyola Marymount University,FTVS  210,Art of the Cinema,Undergraduate,C,LCC  2500,Intro to Film,3.0
2159,Loyola Marymount University,LIBA  101,Mastering Educational Techngly,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2160,Loyola Marymount University,LIBA  198,Special Studies,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2161,Loyola Marymount University,MATH  131,Calculus I,Undergraduate,C,MATH  1501,Credit awarded W/MATH 132,0.0
2162,Marymount California Univ,ANT  120,Cultural Anthropology,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
2163,Marymount California Univ,CS  195,Programming/Problem Solving,Undergraduate,C,CS  1301,Intro to Computing,3.0
2164,Marymount California Univ,CS  210,Intro to C Programming Lang,Undergraduate,C,CS  1XXX,Computer Sci Elective,3.0
2165,Marymount California Univ,ENG  108,Intro to College Composition,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2166,Marymount California Univ,ENG  112,College Comp I: Expository Wrt,Undergraduate,C,ENGL  1101,English Composition I,3.0
2167,Marymount California Univ,ENG  114,Analytic Reasoning/Composition,Undergraduate,C,ENGL  1102,English Composition II,3.0
2168,Marymount California Univ,HIS  121,Hist of the United States II,Undergraduate,C,HIST  2112,United States since 1877,3.0
2169,Marymount California Univ,ID  117,The Art of Being Human,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2170,Marymount California Univ,MTH  109,Trigonometry,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2171,Marymount California Univ,MTH  130,Calculus I,Undergraduate,C,MATH  1551,Differential Calculus,2.0
2172,Merced College,ACCT  04B,Transfer Course,Undergraduate,C,ACCT  2102,Accounting II,3.0
2173,MiraCosta College,ARCH  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2174,MiraCosta College,ART  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2175,MiraCosta College,ART  157,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2176,MiraCosta College,ART  258,Ancient Gothic Art,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
2177,MiraCosta College,ART  259,Renaissance Modern Art,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
2178,MiraCosta College,BIO  101,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,3.0
2179,MiraCosta College,BIO  101L,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2180,MiraCosta College,BIO  204,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective (Lab-Sci),4.0
2181,MiraCosta College,BUS  140,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2182,MiraCosta College,CHEM  110,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,5.0
2183,MiraCosta College,CHEM  111,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
2184,Mission College,CHEM  001A,General Chemistry,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2185,Modesto Junior College*,CHEM  101,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2186,Modesto Junior College*,CHEM  102,General Chemistry II,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
2187,Modesto Junior College*,ENGL  101,Composition and Reading,Undergraduate,C,ENGL  1101,English Composition I,3.0
2188,Modesto Junior College*,ENGL  103,Adv Composition/Critl Thinking,Undergraduate,C,ENGL  1102,English Composition II,3.0
2189,Modesto Junior College*,MATH  171,Calculus: First Course,Undergraduate,C,MATH  1551,Differential Calculus,2.0
2190,Monterey Peninsula College,ANTH  10,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
2191,Monterey Peninsula College,BIOL  10,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2192,Monterey Peninsula College,BIOL  31,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,3.0
2193,Monterey Peninsula College,BUSI  18,Transfer Course,Undergraduate,C,MGT  2106,Legal Aspects-Business,3.0
2194,Monterey Peninsula College,BUSI  1A,Transfer Course,Undergraduate,C,ACCT  2101,Accounting I,3.0
2195,Monterey Peninsula College,BUSI  1B,Transfer Course,Undergraduate,C,ACCT  2102,Accounting II,3.0
2196,Monterey Peninsula College,BUSI  20,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,3.0
2197,Monterey Peninsula College,CHEM  1A,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
2198,Monterey Peninsula College,CSIS  1,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2199,Monterey Peninsula College,CSIS  10A,Transfer Course,Undergraduate,C,CS  18XX,Transfer C Language,4.0
2200,Monterey Peninsula College,CSIS  10B,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2201,Monterey Peninsula College,CSIS  80,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2202,Monterey Peninsula College,ECON  2,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
2203,Monterey Peninsula College,ECON  4,Transfer Course,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
2204,Monterey Peninsula College,ENGL  1A,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
2205,Monterey Peninsula College,ENGL  2,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
2206,Monterey Peninsula College,ENGR  12,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2207,Monterey Peninsula College,ENGR  196,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2208,Monterey Peninsula College,ENSL  10,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2209,Monterey Peninsula College,ENSL  55,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2210,Monterey Peninsula College,ETNC  10,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2211,Monterey Peninsula College,FLAN  91,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2212,Monterey Peninsula College,HIST  17,Transfer Course,Undergraduate,C,HIST  2111,United States to 1877,3.0
2213,Monterey Peninsula College,HIST  18,Transfer Course,Undergraduate,C,HIST  2112,United State since 1877,3.0
2214,Monterey Peninsula College,HIST  370D,Transfer Course,Undergraduate,C,SS  3XXX,Social Science Elective,1.0
2215,Monterey Peninsula College,HUMA  10,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2216,Monterey Peninsula College,INDS  3701,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2217,Monterey Peninsula College,JPNS  1A,Transfer Course,Undergraduate,C,JAPN  1001,Elementary Japanese I,4.0
2218,Monterey Peninsula College,JPNS  1B,Transfer Course,Undergraduate,C,JAPN  1002,Elementary Japanese II,4.0
2219,Monterey Peninsula College,JPNS  2A,Transfer Course,Undergraduate,C,JAPN  2002,Intermediate Japanese II,3.0
2220,Monterey Peninsula College,MATH  16,Transfer Course,Undergraduate,C,MGT  2250,Management Statistics,3.0
2221,Monterey Peninsula College,MATH  20A,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
2222,Monterey Peninsula College,MATH  20B,Transfer Course,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
2223,Monterey Peninsula College,MATH  20C,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2224,Monterey Peninsula College,MATH  263,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2225,Monterey Peninsula College,MATH  31,Transfer Course,Undergraduate,C,MATH  1522,Linear Algebra for Calc,2.0
2226,Moorpark College,ART  M12,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2227,Moorpark College,BIOL  M02A,General Biology I,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2228,Mount San Antonio College*,AHIS  5,Art History Renaissance,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2229,Mount San Antonio College*,AHIS  6,History of Modern Art,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2230,Mount San Antonio College*,AMLA  43W,Amer Lang Advanced Writing,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2231,Mount San Antonio College*,AMLA  53,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2232,Mount San Antonio College*,AMLA  54,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2233,Mount San Antonio College*,AMLA  55,Transfer Course,Undergraduate,C,ET  NOGT,No Georgie Tech Credit Awarded,0.0
2234,Mount San Antonio College*,ANTH  1,Transfer Course,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
2235,Mount San Antonio College*,ANTH  22,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2236,Mount San Antonio College*,BIOL  1,General Biology,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2237,Mount San Antonio College*,BUSA  11,Fundamentals of Accounting,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2238,Mount San Antonio College*,BUSC  1A,Prin of Economics-Macro,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
2239,Mount San Antonio College*,BUSC  1B,Prin of Economics-Micro,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
2240,Mount San Antonio College*,CHEM  1A,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
2241,Mount San Antonio College*,CHEM  40,Intro to General Chemistry,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2242,Mount San Antonio College*,CHEM  50,General Chemistry I,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2243,Mount San Jacinto College,BIOL  115,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
2244,Mount San Jacinto College,BIOL  151H,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
2245,Mount San Jacinto College,CHEM  101,Transfer Course,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2246,Napa Valley College,ECON  101,Principles of Microeconomics,Undergraduate,C,ECON  2106,Prin of Microeconomics,3.0
2247,Napa Valley College,PHYS  140,Physics for Scientists& Engr 1,Undergraduate,C,PHYS  2211,Intro Physics I,4.0
2248,Napa Valley College,PHYS  240,Physics for Scientists& Engr 2,Undergraduate,C,PHYS  2212,Intro Physics II,4.0
2249,Napa Valley College,PHYS  241,Physics for Scientists& Engr 3,Undergraduate,C,PHYS  2213,Intro to Modern Physics,3.0
2250,Ohlone College,ART  131,History of Photography,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2251,Ohlone College,BA  101A,Financial Accounting,Undergraduate,C,ACCT  2101,Accounting I,3.0
2252,Orange Coast College,ACCT  101,Transfer Course,Undergraduate,C,ACCT  2101,Accounting I,3.0
2253,Orange Coast College,ACCT  102,Transfer Course,Undergraduate,C,ACCT  2102,Accounting II,3.0
2254,Orange Coast College,ANTH  100,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2255,Orange Coast College,ANTH  100H,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2256,Orange Coast College,ANTH  190,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2257,Orange Coast College,ARCH  105,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2258,Orange Coast College,ARCH  110,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2259,Orange Coast College,ARCH  115,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2260,Orange Coast College,ARCH  290,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
2261,Orange Coast College,ARCH  296,Transfer Course,Undergraduate,C,HUM  2XXX,Humanities Elective,3.0
2262,Orange Coast College,ART  101,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2263,Orange Coast College,ART  102,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2264,Orange Coast College,ART  110,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2265,Orange Coast College,BIOL  100,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2266,Orange Coast College,BIOL  180,Cellular & Molecular Biology,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
2267,Orange Coast College,BIOL  180L,Cell & Molecular Biology Lab,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2268,Orange Coast College,BIOL  181,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2269,Orange Coast College,BIOL  A100,Principles of Biology,Undergraduate,C,BIOL  1XXX,Biology Elective,4.0
2270,Orange Coast College,BUS  100,Introduction to Business,Undergraduate,C,MGT  3150,Prin of Management,3.0
2271,Orange Coast College,CHEM  130,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2272,Orange Coast College,CHEM  180,Transfer Course,Undergraduate,C,CHEM  1XXX,Chemistry Elective,4.0
2273,Orange Coast College,CHEM  185,Transfer Course,Undergraduate,C,CHEM  1310,General Chemistry,4.0
2274,Orange Coast College,CHEM  A180,General Chemistry A,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2275,Oxnard College,CHEM  R110,Elementary Chemistry,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2276,Oxnard College,CHEM  R120,General Chemistry I,Undergraduate,C,ET  DEPT,Dept Reviews Each Section,0.0
2277,Oxnard College,COMM  R101,Intro to Oral Communication,Undergraduate,C,FREE  1XXX,Free Elective,3.0
2278,Oxnard College,ENGL  R095,College Reading Skills,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2279,Oxnard College,MATH  R120,Calculus I,Undergraduate,C,MATH  1XXX,Mathematics Elective,5.0
2280,Oxnard College,MATH  R121,Calculus II,Undergraduate,C,MATH  1XXX,Mathematics Elective,5.0
2281,Pacific Union College,CHEM  111,General Chemistry,Undergraduate,C,ET  DEPT,Dept Reviews Each Section,0.0
2282,Pacific Union College,COMM  226,Public Speaking,Undergraduate,C,FREE  2XXX,Free Elective,2.0
2283,Pacific Union College,CPTR  115,Intro to Computer Programming,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2284,Pacific Union College,CPTR  131,Survey of Computer Science,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2285,Pacific Union College,ENGL  101,College English I,Undergraduate,C,ENGL  1101,Credit Awarded W/ENGL 102,0.0
2286,Pacific Union College,ENGL  102,College English II,Undergraduate,C,ENGL  1101,Credit Awarded W/ENGL 101,0.0
2287,Pacific Union College,ENGR  211,Engineering Mechanics I,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2288,Pacific Union College,ENGR  212,Engineering Mechanics II,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2289,Pacific Union College,ENGR  213,Engineering Mechanics III,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2290,Pacific Union College,GNRL  100,Campus Colloquy,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2291,Pacific Union College,HLED  162,Fitness for Life,Undergraduate,C,HPS  11XX,Wellness Requirement,1.0
2292,Pacific Union College,MATH  131,Calculus I,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
2293,Pacific Union College,MATH  132,Calculus II,Undergraduate,C,MATH  1XXX,Mathematics Elective,2.0
2294,Pacific Union College,MATH  133,Calculus III,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2295,Pacific Union College,MATH  265,Elementary Linear Algebra,Undergraduate,C,MATH  15X1,Awarded W/MATH 131+132+265,0.0
2296,Palomar College,AJ  101,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2297,Palomar College,AJ  102,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2298,Palomar College,ASTR  197,Transfer Course,Undergraduate,C,FREE  1XXX,Free Elective,1.0
2299,Palomar College,BIO  101,Transfer Course,Undergraduate,C,BIOL  1XXX,Biology Elective (Non-Lab Sci),3.0
2300,Palomar College,CE  110,Cooperative Education - Generl,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2301,Palomar College,CHEM  100,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2302,Palomar College,CHEM  110,General Chemistry,Undergraduate,C,ET  LAB,Credit Awarded w/CHEM 110L,0.0
2303,Palomar College,CHEM  110L,General Chemistry Laboratory,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2304,Palomar College,CHEM  115,General Chemistry,Undergraduate,C,ET  LAB,Credit Awarded w/CHEM 115L,0.0
2305,Palomar College,CHEM  115L,General Chemistry Laboratory,Undergraduate,C,CHEM  1212K,Chemical Principles II,4.0
2306,Palomar College,CSIS  137,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2307,Palomar College,CSIS  160,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2308,Palomar College,CSIS  220,C Programming,Undergraduate,C,CS  1301,Intro to Computing,3.0
2309,Pasadena City College,ANTH  001,Physical Anthropology,Undergraduate,C,SS  1XXX,Social Science Elective,3.0
2310,Pasadena City College,ART  1B,Transfer Course,Undergraduate,C,HUM  1XXX,Humanities Elective,3.0
2311,Pasadena City College,ART  38A,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2312,Pasadena City College,ART  39A,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2313,Pasadena City College,BIOL  010A,Cellular Biology Genetics/Evol,Undergraduate,C,BIOL  1510,Biological Principles,4.0
2314,Pepperdine University,AC  224,Financial Accounting,Undergraduate,C,ACCT  2101,Accounting I,3.0
2315,Pitzer College,CHEM  014L,Basic Principles of Chemistry,Undergraduate,C,CHEM  1211K,Chemical Principles I,4.0
2316,Pitzer College,MATH  031,Calculus II,Undergraduate,C,MATH  15X2,Transfer Calculus II,4.0
2317,Pitzer College,MATH  032,Calculus III,Undergraduate,C,MATH  2401,Calculus III,4.0
2318,Pitzer College,PHYS  100,Computational Physics + Engr,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2319,Pitzer College,PHYS  108,Programming for Science + Engr,Undergraduate,C,CS  1371,Computing for Engineers,3.0
2320,Point Loma Nazarene University,BIO  102,Environment & People,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2321,Point Loma Nazarene University,CHE  1052,General Chemistry I,Undergraduate,C,ET  LAB,Credit Awarded w/CHE 1052L,0.0
2322,Point Loma Nazarene University,CHE  1052L,General Chemistry I Lab,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2323,Point Loma Nazarene University,COM  100,Prin of Human Communication,Undergraduate,C,FREE  1XXX,Free Elective,3.0
2324,Point Loma Nazarene University,ECO  1000,Survey of Economics,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2325,Point Loma Nazarene University,EGR  111,Intro to Engineering,Undergraduate,C,FREE  1XXX,Free Elective,1.0
2326,Point Loma Nazarene University,EGR  111L,Intro to Engineering Lab,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2327,Point Loma Nazarene University,EGR  143,Intro to Computer Programming,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2328,Point Loma Nazarene University,EGR  154,Obj & Elem Data Structures,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2329,Point Loma Nazarene University,EGR  2024,Electronics Circuits Analysis,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2330,Point Loma Nazarene University,EGR  2024L,Elec Circuits Analysis Lab,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2331,Point Loma Nazarene University,MTH  174,Calculus II,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2332,Point Loma Nazarene University,MTH  2074,Calculus III,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2333,Point Loma Nazarene University,MUH  100,Introduction to Music,Undergraduate,C,HUM  1XXX,Humanities Elective,2.0
2334,Point Loma Nazarene University,PED  100,Fitness Through Movement,Undergraduate,C,APPH  1XXX,Applied Physiology elective,2.0
2335,Point Loma Nazarene University,PHY  242L,University Physics Lab,Undergraduate,C,ET  DEPT,Credit Applied w/PHY 242,0.0
2336,Point Loma Nazarene University,PSY  101,Psyc of Personal Development,Undergraduate,C,PSYC  1101,General Psychology,3.0
2337,Point Loma Nazarene University,WRI  116,College Composition: Research,Undergraduate,C,ET  DEPT,Approp. Dept. Must Evaluate,0.0
2338,Reedley College,ECON  1A,Transfer Course,Undergraduate,C,ECON  2105,Prin of Macroeconomics,3.0
2339,Reedley College,MATH  11,Transfer Course,Undergraduate,C,MGT  2250,Management Statistics,3.0
2340,Rio Hondo College,CHEM  120,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2341,Rio Hondo College,CHEM  130,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2342,Rio Hondo College,DRAF  101,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2343,Rio Hondo College,DRAF  122,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2344,Rio Hondo College,ENGL  035,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2345,Rio Hondo College,ENGL  035W,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2346,Rio Hondo College,ENGL  101,Transfer Course,Undergraduate,C,ENGL  1101,English Composition I,3.0
2347,Rio Hondo College,ENGL  201,Transfer Course,Undergraduate,C,ENGL  1102,English Composition II,3.0
2348,Rio Hondo College,ENGR  235,Transfer Course,Undergraduate,C,ET  DEPT,Approp Dept Must Evaluate,0.0
2349,Rio Hondo College,ESL  198,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2350,Rio Hondo College,MATH  070,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2351,Rio Hondo College,MATH  175,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2352,Rio Hondo College,MATH  180,Transfer Course,Undergraduate,C,ET  NOGT,No Georgia Tech Credit Awarded,0.0
2353,Rio Hondo College,MATH  190,Transfer Course,Undergraduate,C,MATH  1501,Calculus I,4.0
2354,Rio Hondo College,MATH  250,Transfer Course,Undergraduate,C,MATH  2401,Calculus III,4.0
